date,page,segment,clicks,impressions,position
2026-06-07,P07,general,1,74,10.02
2026-06-07,P07,local,3,40,9.38
2026-06-07,P08,general,11,73,4.73
2026-06-07,P08,local,1,25,4.99
2026-06-07,P09,general,4,68,10.15
2026-06-07,P09,local,2,26,9.9
2026-06-07,P10,general,1,37,14.22
2026-06-07,P10,local,0,12,13.93
2026-06-07,P11,general,1,30,13.09
2026-06-07,P11,local,0,19,13.46
2026-06-07,P12,general,6,62,6.16
2026-06-07,P12,local,1,28,6.3
2026-06-07,P13,general,3,70,6.37
2026-06-07,P13,local,2,52,5.97
2026-06-07,P14,general,0,37,16.64
2026-06-07,P14,local,1,26,17.05
2026-06-07,P15,general,1,33,19.18
2026-06-07,P15,local,0,11,20.1
2026-06-07,P16,general,1,63,15.43
2026-06-07,P16,local,3,46,15.25
2026-06-07,P17,general,3,87,9.04
2026-06-07,P17,local,1,32,9.1
2026-06-07,P18,general,2,60,14.93
2026-06-07,P18,local,0,33,14.63
2026-06-07,P19,general,7,109,5.32
2026-06-07,P19,local,4,59,5
2026-06-07,P20,general,2,49,6.79
2026-06-07,P20,local,1,27,6.98
2026-06-07,P21,general,2,68,9.65
2026-06-07,P21,local,2,76,9.41
2026-06-07,P22,general,1,47,17.02
2026-06-07,P22,local,0,22,16.69
2026-06-07,P23,general,1,85,8.62
2026-06-07,P23,local,1,25,8.24
2026-06-07,P24,general,0,75,14.3
2026-06-07,P24,local,3,35,13.63
2026-06-07,P25,general,1,34,16.91
2026-06-07,P25,local,0,28,16.69
2026-06-08,P01,general,3,79,13.85
2026-06-08,P01,local,1,29,13.6
2026-06-08,P02,general,3,60,11.92
2026-06-08,P02,local,1,38,12.27
2026-06-08,P03,general,2,74,13.24
2026-06-08,P03,local,1,36,13.08
2026-06-08,P04,general,2,77,16.07
2026-06-08,P04,local,0,48,15.3
2026-06-08,P05,general,13,133,5.08
2026-06-08,P05,local,9,80,4.96
2026-06-08,P06,general,1,59,13.8
2026-06-08,P06,local,1,21,13.5
2026-06-08,P07,general,7,127,10.17
2026-06-08,P07,local,3,62,10.36
2026-06-08,P08,general,14,119,4.09
2026-06-08,P08,local,5,39,4.26
2026-06-08,P09,general,4,63,11.56
2026-06-08,P09,local,2,38,10.92
2026-06-08,P10,general,2,50,14.11
2026-06-08,P10,local,0,23,14.86
2026-06-08,P11,general,2,38,11.87
2026-06-08,P11,local,0,29,12.15
2026-06-08,P12,general,7,73,6.37
2026-06-08,P12,local,0,26,6.3
2026-06-08,P13,general,9,87,5.72
2026-06-08,P13,local,2,57,6
2026-06-08,P14,general,0,44,18.25
2026-06-08,P14,local,0,32,18.45
2026-06-08,P15,general,3,50,20.62
2026-06-08,P15,local,0,21,20.53
2026-06-08,P16,general,1,89,13.75
2026-06-08,P16,local,1,63,14.07
2026-06-08,P17,general,7,128,8.22
2026-06-08,P17,local,2,56,8.32
2026-06-08,P18,general,1,89,13.69
2026-06-08,P18,local,2,54,12.95
2026-06-08,P19,general,7,127,5.64
2026-06-08,P19,local,3,81,5.91
2026-06-08,P20,general,2,57,6.7
2026-06-08,P20,local,2,39,6.63
2026-06-08,P21,general,4,101,10.76
2026-06-08,P21,local,2,77,10.82
2026-06-08,P22,general,2,83,17.92
2026-06-08,P22,local,0,52,16.93
2026-06-08,P23,general,3,102,9.09
2026-06-08,P23,local,2,32,8.77
2026-06-08,P24,general,4,91,13.74
2026-06-08,P24,local,1,45,13.69
2026-06-08,P25,general,1,43,15.11
2026-06-08,P25,local,3,36,16.21
2026-06-09,P01,general,1,54,14.91
2026-06-09,P01,local,0,35,14.38
2026-06-09,P02,general,1,80,12.08
2026-06-09,P02,local,1,46,12.07
2026-06-09,P03,general,2,72,14.3
2026-06-09,P03,local,1,39,15.45
2026-06-09,P04,general,1,89,18.16
2026-06-09,P04,local,2,50,18.07
2026-06-09,P05,general,9,159,4.75
2026-06-09,P05,local,10,108,4.65
2026-06-09,P06,general,0,31,12.84
2026-06-09,P06,local,2,32,13.73
2026-06-09,P07,general,8,147,9.79
2026-06-09,P07,local,4,53,10.07
2026-06-09,P08,general,21,118,4
2026-06-09,P08,local,3,36,4.09
2026-06-09,P09,general,5,70,10.35
2026-06-09,P09,local,0,30,10.51
2026-06-09,P10,general,0,54,15.15
2026-06-09,P10,local,0,21,14.64
2026-06-09,P11,general,0,32,12.55
2026-06-09,P11,local,1,24,12.28
2026-06-09,P12,general,2,67,6.32
2026-06-09,P12,local,2,32,6.73
2026-06-09,P13,general,8,98,5.93
2026-06-09,P13,local,3,61,6
2026-06-09,P14,general,0,52,20.9
2026-06-09,P14,local,1,27,19.49
2026-06-09,P15,general,0,48,19.35
2026-06-09,P15,local,1,17,18.96
2026-06-09,P16,general,1,104,15.73
2026-06-09,P16,local,0,60,15.98
2026-06-09,P17,general,4,105,8.04
2026-06-09,P17,local,4,72,8.46
2026-06-09,P18,general,5,84,14.29
2026-06-09,P18,local,0,46,14.11
2026-06-09,P19,general,9,138,5.71
2026-06-09,P19,local,6,90,5.4
2026-06-09,P20,general,1,56,7.28
2026-06-09,P20,local,1,55,6.59
2026-06-09,P21,general,6,105,10.59
2026-06-09,P21,local,2,76,10.13
2026-06-09,P22,general,1,73,18.37
2026-06-09,P22,local,0,47,17.84
2026-06-09,P23,general,2,87,8.6
2026-06-09,P23,local,2,42,8.58
2026-06-09,P24,general,3,122,11.62
2026-06-09,P24,local,0,44,12.58
2026-06-09,P25,general,2,43,15.37
2026-06-09,P25,local,0,32,14.5
2026-06-10,P01,general,3,56,14.35
2026-06-10,P01,local,1,34,14.93
2026-06-10,P02,general,2,61,10.9
2026-06-10,P02,local,3,44,10.76
2026-06-10,P03,general,2,67,14.11
2026-06-10,P03,local,1,48,14.56
2026-06-10,P04,general,2,53,17.02
2026-06-10,P04,local,2,44,17.42
2026-06-10,P05,general,13,127,5.04
2026-06-10,P05,local,4,104,4.63
2026-06-10,P06,general,0,43,11.21
2026-06-10,P06,local,1,36,11.05
2026-06-10,P07,general,12,123,10.15
2026-06-10,P07,local,2,45,9.87
2026-06-10,P08,general,11,105,4.04
2026-06-10,P08,local,7,43,4.15
2026-06-10,P09,general,3,82,9.73
2026-06-10,P09,local,1,31,9.7
2026-06-10,P10,general,1,57,14.39
2026-06-10,P10,local,1,23,13.77
2026-06-10,P11,general,0,29,13.28
2026-06-10,P11,local,2,31,13.02
2026-06-10,P12,general,5,84,5.72
2026-06-10,P12,local,2,35,5.69
2026-06-10,P13,general,5,67,6.7
2026-06-10,P13,local,4,64,6.29
2026-06-10,P14,general,0,54,16.75
2026-06-10,P14,local,0,34,16.15
2026-06-10,P15,general,2,49,17.89
2026-06-10,P15,local,0,20,17.02
2026-06-10,P16,general,3,85,15.72
2026-06-10,P16,local,0,50,16.11
2026-06-10,P17,general,9,128,7.42
2026-06-10,P17,local,2,49,7.48
2026-06-10,P18,general,1,77,14.89
2026-06-10,P18,local,0,47,16.43
2026-06-10,P19,general,7,129,5.76
2026-06-10,P19,local,4,78,5.27
2026-06-10,P20,general,3,73,6.37
2026-06-10,P20,local,5,55,6.07
2026-06-10,P21,general,1,81,10.9
2026-06-10,P21,local,0,67,11.58
2026-06-10,P22,general,4,91,18.19
2026-06-10,P22,local,0,33,18.41
2026-06-10,P23,general,4,109,7.63
2026-06-10,P23,local,1,40,8.04
2026-06-10,P24,general,2,95,12.45
2026-06-10,P24,local,0,43,13.44
2026-06-10,P25,general,2,37,14.93
2026-06-10,P25,local,1,32,15.02
2026-06-11,P01,general,0,51,14.13
2026-06-11,P01,local,0,31,13.43
2026-06-11,P02,general,2,63,12.9
2026-06-11,P02,local,1,36,12.12
2026-06-11,P03,general,4,68,14.3
2026-06-11,P03,local,0,45,15.8
2026-06-11,P04,general,1,78,15.12
2026-06-11,P04,local,2,57,15.44
2026-06-11,P05,general,11,162,4.7
2026-06-11,P05,local,5,107,4.66
2026-06-11,P06,general,0,30,13.9
2026-06-11,P06,local,1,29,14.14
2026-06-11,P07,general,3,112,10.57
2026-06-11,P07,local,1,52,10.58
2026-06-11,P08,general,8,99,4.48
2026-06-11,P08,local,2,34,4.57
2026-06-11,P09,general,3,75,9
2026-06-11,P09,local,2,35,8.54
2026-06-11,P10,general,1,60,14.36
2026-06-11,P10,local,1,25,14.15
2026-06-11,P11,general,2,31,11.88
2026-06-11,P11,local,0,15,12.62
2026-06-11,P12,general,6,79,6.37
2026-06-11,P12,local,3,31,5.88
2026-06-11,P13,general,8,84,5.89
2026-06-11,P13,local,5,75,5.63
2026-06-11,P14,general,1,44,15.75
2026-06-11,P14,local,1,25,17.09
2026-06-11,P15,general,1,45,19.29
2026-06-11,P15,local,0,24,19.4
2026-06-11,P16,general,2,91,14.01
2026-06-11,P16,local,1,55,14.64
2026-06-11,P17,general,2,98,8.87
2026-06-11,P17,local,1,44,9.29
2026-06-11,P18,general,3,89,15.11
2026-06-11,P18,local,1,39,14.48
2026-06-11,P19,general,14,144,4.99
2026-06-11,P19,local,5,73,5.16
2026-06-11,P20,general,4,72,6.93
2026-06-11,P20,local,4,48,6.63
2026-06-11,P21,general,4,87,9.96
2026-06-11,P21,local,4,75,10.39
2026-06-11,P22,general,1,80,17.54
2026-06-11,P22,local,0,33,17.09
2026-06-11,P23,general,4,100,9.11
2026-06-11,P23,local,2,43,9.27
2026-06-11,P24,general,2,87,14.97
2026-06-11,P24,local,1,39,13.72
2026-06-11,P25,general,0,48,15.69
2026-06-11,P25,local,1,33,15.62
2026-06-12,P01,general,1,73,14.08
2026-06-12,P01,local,0,38,13.84
2026-06-12,P02,general,2,88,12.43
2026-06-12,P02,local,2,54,11.51
2026-06-12,P03,general,5,71,15.31
2026-06-12,P03,local,3,45,14.75
2026-06-12,P04,general,5,74,17.64
2026-06-12,P04,local,0,39,17.78
2026-06-12,P05,general,8,129,4.9
2026-06-12,P05,local,12,91,4.95
2026-06-12,P06,general,1,50,11.33
2026-06-12,P06,local,1,30,10.92
2026-06-12,P07,general,10,125,9.48
2026-06-12,P07,local,2,56,9.8
2026-06-12,P08,general,8,105,4.2
2026-06-12,P08,local,3,52,4.13
2026-06-12,P09,general,7,100,9.37
2026-06-12,P09,local,0,28,9.43
2026-06-12,P10,general,1,56,14.9
2026-06-12,P10,local,0,26,15.71
2026-06-12,P11,general,0,29,13.11
2026-06-12,P11,local,0,22,13.25
2026-06-12,P12,general,5,74,6.58
2026-06-12,P12,local,1,43,6.56
2026-06-12,P13,general,12,92,5.82
2026-06-12,P13,local,2,70,5.42
2026-06-12,P14,general,1,46,17.58
2026-06-12,P14,local,1,34,17.21
2026-06-12,P15,general,3,58,19.66
2026-06-12,P15,local,3,22,20.12
2026-06-12,P16,general,0,81,14.77
2026-06-12,P16,local,2,45,15.46
2026-06-12,P17,general,5,108,9.28
2026-06-12,P17,local,0,50,9.27
2026-06-12,P18,general,0,78,14.66
2026-06-12,P18,local,2,48,14.69
2026-06-12,P19,general,9,131,5.53
2026-06-12,P19,local,3,83,5.73
2026-06-12,P20,general,2,61,7.82
2026-06-12,P20,local,1,46,7.83
2026-06-12,P21,general,4,72,10.19
2026-06-12,P21,local,3,93,10.01
2026-06-12,P22,general,2,91,15.4
2026-06-12,P22,local,0,36,14.19
2026-06-12,P23,general,4,92,8.4
2026-06-12,P23,local,2,42,8.02
2026-06-12,P24,general,1,90,14.44
2026-06-12,P24,local,1,40,14.1
2026-06-12,P25,general,1,52,14.65
2026-06-12,P25,local,0,24,15.69
2026-06-13,P01,general,2,60,13.71
2026-06-13,P01,local,0,24,14.12
2026-06-13,P02,general,2,50,12.69
2026-06-13,P02,local,1,36,11.83
2026-06-13,P03,general,1,51,15.06
2026-06-13,P03,local,3,38,15.45
2026-06-13,P04,general,1,52,17.1
2026-06-13,P04,local,0,39,17.18
2026-06-13,P05,general,4,108,5.03
2026-06-13,P05,local,11,82,4.9
2026-06-13,P06,general,1,34,11.81
2026-06-13,P06,local,1,22,12.97
2026-06-13,P07,general,1,79,10.82
2026-06-13,P07,local,0,38,10.67
2026-06-13,P08,general,6,92,4.52
2026-06-13,P08,local,2,25,4.49
2026-06-13,P09,general,1,58,10.05
2026-06-13,P09,local,1,22,10.91
2026-06-13,P10,general,1,52,13.78
2026-06-13,P10,local,0,16,14.5
2026-06-13,P11,general,0,17,12.63
2026-06-13,P11,local,0,18,11.92
2026-06-13,P12,general,4,44,6.13
2026-06-13,P12,local,3,21,5.87
2026-06-13,P13,general,4,59,6.59
2026-06-13,P13,local,4,55,6.03
2026-06-13,P14,general,2,29,16.08
2026-06-13,P14,local,0,15,18.24
2026-06-13,P15,general,0,40,18.68
2026-06-13,P15,local,2,13,19.32
2026-06-13,P16,general,1,56,14.58
2026-06-13,P16,local,1,37,15.23
2026-06-13,P17,general,3,79,8.51
2026-06-13,P17,local,0,34,8.45
2026-06-13,P18,general,2,63,14.96
2026-06-13,P18,local,0,18,14.83
2026-06-13,P19,general,3,87,6.17
2026-06-13,P19,local,4,57,6.4
2026-06-13,P20,general,3,54,7.66
2026-06-13,P20,local,1,35,7.44
2026-06-13,P21,general,1,61,10.29
2026-06-13,P21,local,1,60,10.03
2026-06-13,P22,general,0,49,18.73
2026-06-13,P22,local,0,27,18.86
2026-06-13,P23,general,3,58,9.12
2026-06-13,P23,local,2,40,9.13
2026-06-13,P24,general,0,60,15.02
2026-06-13,P24,local,1,35,13.92
2026-06-13,P25,general,3,41,18.07
2026-06-13,P25,local,1,29,17.67
2026-06-14,P01,general,3,35,16.23
2026-06-14,P01,local,1,26,16.6
2026-06-14,P02,general,0,56,9.86
2026-06-14,P02,local,2,34,10.19
2026-06-14,P03,general,2,51,13.51
2026-06-14,P03,local,0,35,13.37
2026-06-14,P04,general,1,53,17.99
2026-06-14,P04,local,1,28,17.82
2026-06-14,P05,general,6,113,4.9
2026-06-14,P05,local,4,74,5.02
2026-06-14,P06,general,1,26,12.08
2026-06-14,P06,local,1,21,12.42
2026-06-14,P07,general,6,103,9.42
2026-06-14,P07,local,3,29,8.99
2026-06-14,P08,general,3,90,4.46
2026-06-14,P08,local,1,36,4.02
2026-06-14,P09,general,2,69,10.86
2026-06-14,P09,local,2,26,11.09
2026-06-14,P10,general,4,42,13.46
2026-06-14,P10,local,1,21,13.25
2026-06-14,P11,general,1,23,10.95
2026-06-14,P11,local,0,18,11.73
2026-06-14,P12,general,4,65,6.06
2026-06-14,P12,local,1,15,6.07
2026-06-14,P13,general,4,54,6.08
2026-06-14,P13,local,0,45,6.06
2026-06-14,P14,general,1,32,17.56
2026-06-14,P14,local,0,19,17.72
2026-06-14,P15,general,0,43,18.58
2026-06-14,P15,local,0,17,18.42
2026-06-14,P16,general,1,56,13.94
2026-06-14,P16,local,0,41,15.47
2026-06-14,P17,general,2,67,9.01
2026-06-14,P17,local,3,45,8.91
2026-06-14,P18,general,1,65,14.72
2026-06-14,P18,local,0,30,15.32
2026-06-14,P19,general,5,100,5.68
2026-06-14,P19,local,5,67,5.74
2026-06-14,P20,general,6,56,6.8
2026-06-14,P20,local,5,47,6.86
2026-06-14,P21,general,0,68,10.57
2026-06-14,P21,local,2,53,10.51
2026-06-14,P22,general,1,68,18.19
2026-06-14,P22,local,0,37,17.86
2026-06-14,P23,general,3,59,8.43
2026-06-14,P23,local,0,16,8.07
2026-06-14,P24,general,1,53,13.31
2026-06-14,P24,local,2,37,13.94
2026-06-14,P25,general,3,44,14.81
2026-06-14,P25,local,0,17,14.22
2026-06-15,P01,general,1,77,14.28
2026-06-15,P01,local,1,39,13.8
2026-06-15,P02,general,3,84,10.88
2026-06-15,P02,local,3,41,11.5
2026-06-15,P03,general,4,78,13.02
2026-06-15,P03,local,1,48,13.9
2026-06-15,P04,general,1,78,18.24
2026-06-15,P04,local,1,48,17.84
2026-06-15,P05,general,12,172,4.79
2026-06-15,P05,local,5,99,4.22
2026-06-15,P06,general,2,47,12.78
2026-06-15,P06,local,2,29,13.29
2026-06-15,P07,general,0,150,10.12
2026-06-15,P07,local,2,59,10.38
2026-06-15,P08,general,8,106,4.77
2026-06-15,P08,local,0,37,4.57
2026-06-15,P09,general,1,65,10.91
2026-06-15,P09,local,0,33,11.06
2026-06-15,P10,general,1,62,17.15
2026-06-15,P10,local,1,24,17.57
2026-06-15,P11,general,1,39,11.81
2026-06-15,P11,local,0,17,11.6
2026-06-15,P12,general,6,71,5.38
2026-06-15,P12,local,2,31,5.73
2026-06-15,P13,general,6,81,5.46
2026-06-15,P13,local,4,54,5.54
2026-06-15,P14,general,0,50,18.48
2026-06-15,P14,local,0,29,17.82
2026-06-15,P15,general,1,41,19.14
2026-06-15,P15,local,1,16,18.86
2026-06-15,P16,general,1,81,14.47
2026-06-15,P16,local,0,62,15.33
2026-06-15,P17,general,3,94,8.48
2026-06-15,P17,local,2,67,9.02
2026-06-15,P18,general,2,78,13.45
2026-06-15,P18,local,4,44,14.14
2026-06-15,P19,general,8,148,5.7
2026-06-15,P19,local,5,95,5.5
2026-06-15,P20,general,0,78,6.34
2026-06-15,P20,local,2,53,6.46
2026-06-15,P21,general,3,112,9.9
2026-06-15,P21,local,2,81,9.94
2026-06-15,P22,general,0,83,15.59
2026-06-15,P22,local,1,35,16.16
2026-06-15,P23,general,1,78,9.66
2026-06-15,P23,local,2,43,8.91
2026-06-15,P24,general,2,103,13.84
2026-06-15,P24,local,4,43,13.34
2026-06-15,P25,general,2,59,16.13
2026-06-15,P25,local,1,29,15.69
2026-06-16,P01,general,0,68,14.55
2026-06-16,P01,local,0,29,13.4
2026-06-16,P02,general,2,67,11.01
2026-06-16,P02,local,2,44,11.6
2026-06-16,P03,general,2,79,13.53
2026-06-16,P03,local,0,35,13.11
2026-06-16,P04,general,3,71,16.85
2026-06-16,P04,local,2,45,18.22
2026-06-16,P05,general,10,127,5.03
2026-06-16,P05,local,7,103,4.87
2026-06-16,P06,general,1,42,13.48
2026-06-16,P06,local,3,30,13.38
2026-06-16,P07,general,6,125,9.55
2026-06-16,P07,local,3,48,10.12
2026-06-16,P08,general,9,123,4.13
2026-06-16,P08,local,1,25,3.99
2026-06-16,P09,general,5,83,10.4
2026-06-16,P09,local,1,37,9.8
2026-06-16,P10,general,1,54,14.4
2026-06-16,P10,local,2,30,14.75
2026-06-16,P11,general,1,35,13.45
2026-06-16,P11,local,3,28,12.98
2026-06-16,P12,general,7,66,6.46
2026-06-16,P12,local,0,36,6.43
2026-06-16,P13,general,0,71,6.85
2026-06-16,P13,local,0,61,6.64
2026-06-16,P14,general,1,53,18.28
2026-06-16,P14,local,1,27,17.11
2026-06-16,P15,general,3,65,17.44
2026-06-16,P15,local,0,21,17.08
2026-06-16,P16,general,1,79,13.39
2026-06-16,P16,local,1,54,14.12
2026-06-16,P17,general,8,136,8.81
2026-06-16,P17,local,3,50,8.33
2026-06-16,P18,general,2,76,14.81
2026-06-16,P18,local,0,39,13.99
2026-06-16,P19,general,8,131,5.44
2026-06-16,P19,local,4,80,5.8
2026-06-16,P20,general,6,57,7.16
2026-06-16,P20,local,5,53,7.75
2026-06-16,P21,general,1,86,10.44
2026-06-16,P21,local,1,65,10.63
2026-06-16,P22,general,5,82,15.38
2026-06-16,P22,local,1,43,15.73
2026-06-16,P23,general,3,94,8.02
2026-06-16,P23,local,2,39,7.62
2026-06-16,P24,general,2,90,14.61
2026-06-16,P24,local,2,31,13.55
2026-06-16,P25,general,2,38,16.16
2026-06-16,P25,local,3,30,16.66
2026-06-17,P01,general,2,57,15.18
2026-06-17,P01,local,2,29,14.94
2026-06-17,P02,general,3,69,12.55
2026-06-17,P02,local,1,45,12.81
2026-06-17,P03,general,3,80,14.06
2026-06-17,P03,local,1,51,15.38
2026-06-17,P04,general,3,77,20.36
2026-06-17,P04,local,2,53,18.94
2026-06-17,P05,general,8,150,5.34
2026-06-17,P05,local,6,103,5.51
2026-06-17,P06,general,1,45,12.94
2026-06-17,P06,local,1,36,12.62
2026-06-17,P07,general,8,129,10.3
2026-06-17,P07,local,0,44,9.9
2026-06-17,P08,general,8,109,4.03
2026-06-17,P08,local,1,32,3.73
2026-06-17,P09,general,4,76,10.93
2026-06-17,P09,local,2,32,10.29
2026-06-17,P10,general,1,53,12.08
2026-06-17,P10,local,1,31,12.14
2026-06-17,P11,general,0,30,13.58
2026-06-17,P11,local,3,17,12.75
2026-06-17,P12,general,6,68,6.57
2026-06-17,P12,local,2,32,6.22
2026-06-17,P13,general,3,93,6.39
2026-06-17,P13,local,4,51,6.47
2026-06-17,P14,general,1,36,17.12
2026-06-17,P14,local,1,33,18
2026-06-17,P15,general,1,54,18.3
2026-06-17,P15,local,0,28,18.94
2026-06-17,P16,general,3,105,14.05
2026-06-17,P16,local,0,42,13.66
2026-06-17,P17,general,2,97,8.74
2026-06-17,P17,local,4,65,8.64
2026-06-17,P18,general,2,77,14.86
2026-06-17,P18,local,0,36,14.45
2026-06-17,P19,general,11,155,5.73
2026-06-17,P19,local,5,89,5.51
2026-06-17,P20,general,2,68,5.78
2026-06-17,P20,local,2,61,6.53
2026-06-17,P21,general,4,100,10.47
2026-06-17,P21,local,1,82,10.33
2026-06-17,P22,general,4,91,15.29
2026-06-17,P22,local,0,35,14.84
2026-06-17,P23,general,7,98,7.79
2026-06-17,P23,local,3,56,7.95
2026-06-17,P24,general,4,98,14.91
2026-06-17,P24,local,1,45,13.42
2026-06-17,P25,general,0,46,16.41
2026-06-17,P25,local,0,33,16.81
2026-06-18,P01,general,1,73,15.34
2026-06-18,P01,local,0,37,14.7
2026-06-18,P02,general,1,72,10.82
2026-06-18,P02,local,4,49,10.52
2026-06-18,P03,general,0,64,14.81
2026-06-18,P03,local,1,40,14.76
2026-06-18,P04,general,0,83,15.7
2026-06-18,P04,local,0,54,15.79
2026-06-18,P05,general,10,140,4.7
2026-06-18,P05,local,6,107,4.88
2026-06-18,P06,general,3,50,12.1
2026-06-18,P06,local,1,37,11.92
2026-06-18,P07,general,2,133,11.08
2026-06-18,P07,local,3,52,11.86
2026-06-18,P08,general,17,135,4.48
2026-06-18,P08,local,5,42,4.4
2026-06-18,P09,general,2,78,9.51
2026-06-18,P09,local,1,37,9.36
2026-06-18,P10,general,4,64,13.76
2026-06-18,P10,local,0,25,13.12
2026-06-18,P11,general,1,14,12.2
2026-06-18,P11,local,0,24,11.72
2026-06-18,P12,general,4,63,5.64
2026-06-18,P12,local,5,53,5.73
2026-06-18,P13,general,5,90,5.26
2026-06-18,P13,local,6,75,5.34
2026-06-18,P14,general,2,48,17.89
2026-06-18,P14,local,0,23,18.51
2026-06-18,P15,general,2,52,17.4
2026-06-18,P15,local,1,21,17.91
2026-06-18,P16,general,5,86,15.47
2026-06-18,P16,local,1,54,16.95
2026-06-18,P17,general,6,107,10.15
2026-06-18,P17,local,2,54,9.75
2026-06-18,P18,general,1,81,14.2
2026-06-18,P18,local,1,34,13.86
2026-06-18,P19,general,4,134,6.23
2026-06-18,P19,local,4,93,6.85
2026-06-18,P20,general,2,49,7.29
2026-06-18,P20,local,4,59,7.42
2026-06-18,P21,general,2,93,10.13
2026-06-18,P21,local,3,73,10.41
2026-06-18,P22,general,2,69,16.9
2026-06-18,P22,local,2,44,16.04
2026-06-18,P23,general,5,91,8.95
2026-06-18,P23,local,2,37,8.76
2026-06-18,P24,general,3,95,15.06
2026-06-18,P24,local,0,57,13.4
2026-06-18,P25,general,1,50,16.01
2026-06-18,P25,local,0,30,16.39
2026-06-19,P01,general,3,58,16.09
2026-06-19,P01,local,1,33,15.79
2026-06-19,P02,general,1,64,12.06
2026-06-19,P02,local,1,40,11.57
2026-06-19,P03,general,1,78,14.15
2026-06-19,P03,local,0,42,13.82
2026-06-19,P04,general,0,92,15.47
2026-06-19,P04,local,1,39,16.47
2026-06-19,P05,general,13,125,5.22
2026-06-19,P05,local,10,111,5.18
2026-06-19,P06,general,1,46,13.75
2026-06-19,P06,local,2,31,13.76
2026-06-19,P07,general,5,143,11.15
2026-06-19,P07,local,0,52,11.24
2026-06-19,P08,general,7,107,4.67
2026-06-19,P08,local,3,38,4.7
2026-06-19,P09,general,2,75,10.49
2026-06-19,P09,local,1,28,10.97
2026-06-19,P10,general,0,57,14.23
2026-06-19,P10,local,0,28,13.51
2026-06-19,P11,general,4,32,11.83
2026-06-19,P11,local,4,34,12.11
2026-06-19,P12,general,4,72,6.81
2026-06-19,P12,local,0,33,6.52
2026-06-19,P13,general,2,89,6.12
2026-06-19,P13,local,3,62,6.14
2026-06-19,P14,general,1,49,17.47
2026-06-19,P14,local,0,27,17.82
2026-06-19,P15,general,2,42,20.19
2026-06-19,P15,local,0,32,20.06
2026-06-19,P16,general,1,75,14.69
2026-06-19,P16,local,1,63,14.77
2026-06-19,P17,general,5,115,8.37
2026-06-19,P17,local,1,61,8.58
2026-06-19,P18,general,1,91,13.03
2026-06-19,P18,local,4,43,13.08
2026-06-19,P19,general,4,145,5.49
2026-06-19,P19,local,2,86,5.71
2026-06-19,P20,general,8,67,6.98
2026-06-19,P20,local,1,58,6.78
2026-06-19,P21,general,2,86,11.09
2026-06-19,P21,local,1,83,10.52
2026-06-19,P22,general,3,85,15.4
2026-06-19,P22,local,1,43,15.35
2026-06-19,P23,general,4,111,8.52
2026-06-19,P23,local,2,39,8.71
2026-06-19,P24,general,3,99,12.74
2026-06-19,P24,local,0,52,12.51
2026-06-19,P25,general,1,41,15.39
2026-06-19,P25,local,0,38,14.9
2026-06-20,P01,general,0,40,16.66
2026-06-20,P01,local,1,23,15.26
2026-06-20,P02,general,2,63,11.51
2026-06-20,P02,local,3,37,11.4
2026-06-20,P03,general,1,54,12.22
2026-06-20,P03,local,1,21,13.38
2026-06-20,P04,general,2,66,17.62
2026-06-20,P04,local,1,39,17.93
2026-06-20,P05,general,4,95,5.71
2026-06-20,P05,local,2,70,5.14
2026-06-20,P06,general,0,45,13.15
2026-06-20,P06,local,0,18,12.72
2026-06-20,P07,general,4,106,9.18
2026-06-20,P07,local,1,42,9.74
2026-06-20,P08,general,8,80,4.19
2026-06-20,P08,local,3,31,4.26
2026-06-20,P09,general,0,46,11.48
2026-06-20,P09,local,0,27,12.1
2026-06-20,P10,general,0,36,16.2
2026-06-20,P10,local,0,21,15.78
2026-06-20,P11,general,0,22,10.99
2026-06-20,P11,local,0,23,11.11
2026-06-20,P12,general,1,61,6.76
2026-06-20,P12,local,1,16,6.8
2026-06-20,P13,general,5,57,5.66
2026-06-20,P13,local,3,48,5.65
2026-06-20,P14,general,1,28,16.8
2026-06-20,P14,local,0,25,17.99
2026-06-20,P15,general,1,43,19.19
2026-06-20,P15,local,3,15,19.26
2026-06-20,P16,general,1,59,14.34
2026-06-20,P16,local,0,45,13.86
2026-06-20,P17,general,3,93,8.08
2026-06-20,P17,local,0,41,8.02
2026-06-20,P18,general,2,59,15.29
2026-06-20,P18,local,0,29,16.31
2026-06-20,P19,general,7,129,5.31
2026-06-20,P19,local,5,56,5.49
2026-06-20,P20,general,1,46,7.68
2026-06-20,P20,local,1,35,7.63
2026-06-20,P21,general,3,89,9.18
2026-06-20,P21,local,3,52,9.06
2026-06-20,P22,general,1,58,16.4
2026-06-20,P22,local,1,37,16.6
2026-06-20,P23,general,3,74,7.88
2026-06-20,P23,local,1,25,7.85
2026-06-20,P24,general,1,68,14.33
2026-06-20,P24,local,1,29,14.65
2026-06-20,P25,general,0,31,13.94
2026-06-20,P25,local,1,23,15.55
2026-06-21,P01,general,2,43,14.69
2026-06-21,P01,local,0,26,14.8
2026-06-21,P02,general,2,56,11.88
2026-06-21,P02,local,2,31,11.26
2026-06-21,P03,general,1,48,14.52
2026-06-21,P03,local,2,34,14.58
2026-06-21,P04,general,2,67,17.38
2026-06-21,P04,local,1,33,17.42
2026-06-21,P05,general,7,112,5.34
2026-06-21,P05,local,5,70,5.35
2026-06-21,P06,general,2,42,12.21
